,answer,question_text,text_id,grade,score
881,Not to stay up too late because if you don't get too much sleep it can make you go to sleep and day say you're going to School.,What did you learn from this book?,BASERpo7IUMvpHJ8ZH7xGWS6PQ,1,8
882,In the beginning of this book is the classroom the class is doing a report.,What happened in the beginning of this book?,BASEjq-zcc4SLLv-ReCP_VEsWA,1,9
883,I would love to be your friend because you solve mysteries and I love to solve mysteries too and you solve pretty cool mysteries and I would love to solve them with you .,Do you think the main character or person would like you to be his or her friend? Why?,BASEkIt_v8ji-d_DrFIGH-kyiw,4,8
884,Nick because  he is trust worthy.,"If you were in grave danger and had to turn to someone in your text for help, who would you trust to help you and why? Support your answer with examples from the text.",BASEYvaLidgZQ-CH4XC13C_YXQ,4,7
885,She has other books that is called smile and it almost similar like this book of sisters this book is good to read she have a lot of books of her that are similar lessons.,What is a lesson in this book? Have you read another book with a similar lesson?,BASE9S4V0Kl0Hze8FzJi8b4ISA,4,6
886,the end was the happy part because i found my beautiful cute pumpkin. the sad part is when i look at the shirt with leaves picture it just is sad.,Which words or phrases in this book made you feel cold?,BASEw196pAJCBhjna461YQLYPw,1,8
887,yes because they are stick figures but make the books so funny also adds a little bit of detail.,Do you like the pictures in this book? Why or why not?,AUTkPzA_NxfFKgilRZSyi4T-A,0,8
888,I was surprised about his wishes because I did not think that he would make a wish about being a teacher because he dosent even like school.,What surprised you most in the text? Why were you so surprised? What did you expect to happen instead?,BASEg0vGvYi9pr34Lzr49rgntg,4,8
889,"""Spelling is not a breeze."" I don't love  spelling either  because there are some very long words and some words are hard to spell it","Flip through the part of the text you have read and drop your finger on a random sentence. Copy down the sentence, and then explain how it contributes to the text as a whole. (If there's no way you can connect this sentence to the rest of the text, randomly find a new sentence).",BASEZTkA7y1Q77gRSIghdrZNxw,6,3
890,I like this book because they are  oways  funny,Will you ever read this book again? Why?,BASEInrXCqwHJzAmiatNMy313A,1,2
891,and I can get some food from that why are you copying me.,What is one part of this book want to remember?,BASEUe_ORyMOhbCoIZGQrSWx1A,1,2
892,the lesson in this book  is it good to read all the time that is the lesson in the story. the athere rote this story for us to reed some more. and to help you udry stand that it is hethely to read,What is one of the lessons in this book? What other book have you read that has a similar lesson?,BASEWYkPGWwMfSvXc2ON9ma0jA,3,6
893,"Judy Blume does a perfect job ending chapters. She  leaves cliff hangers so you will keep reading, but you can see the story and how it is going to play out most times. She is  leaving hints to the  chapter. Its  like a scavenger hunt to find them all. It is so awesome because at the last of the chapter she puts 1 huge hint.",Does the author do a good job ending chapters or different parts of the text? Explain.,BASEzFrWlHbwAwqpSX9nXM-QMg,5,10
894,That to be yourself is okay. And if you don't like who you are don't change yourself. Except yourself for who you are. I'd enjoy to learn what it is  to be in this situation and what to do and what is like. This book helped me with that a little but I'd enjoy to get more into it.,What is something interesting that you learned in this text? What do you want to learn about this topic next?,AUT25Jwl5E9znJET2xqJDhVvQ,4,9
895,the imformation  and it looks cool,Why did you choose to read about this topic? What part did you enjoy the most and why?,BASEUEW2a2DiUeVddIQBdw161g,4,2
896,"A superhero because he likes to paint amazing pictures of things and if he was a pirate he would have to search for gold , then he wouldn't be able to paint pictures like he whats to.So he should be a superhero so that he will be able to paint pictures like he want's to and he also can paint pictures of him in his superhero suit . So everyone can be able to see some of his amazing pictures.",Do you think the main character or person would be more likely to join a crew of pirates or become a superhero? Support your answer.,AUTmUGJbgLxCCs4QxD7T4pWeg,5,8
897,My favorite part of the book is the front. I like the front because of the title.,What is your favorite part of this book? Why?,BASEWn1RJgCpfSwsOQV2gIzm3A,0,9
898,George believed that it is right to have Matt beat if he miss behaved but the rest of the kids disagreed,"Think about a disagreement that two people or characters had, then explain why each of them believed their side. Instead of deciding who is right; step into each of their shoes and try to understand their point of view. How would you feel?",BASEGo5usvFJdQRfPk8indqRDg,7,5
899,Mom dad,"Besides the main character, which other characters were important in the story, and what did they do?",BASExoCdMocJJ8uqu9c4HxkDqQ,3,7
900,Sadly Anne Frank died at age fifteen. The author convinced me by telling me that Anne Frank was sent to a camp there but then died because of a sickness called typhus.,"Choose something you learned from the text, then explain what evidence the author used to convince you.",BASESyPGL50TQAzI6szQTWjm7Q,5,8
901,There is only one person in this book and her name is  rosita and she is so wet,What would you and your favorite character or person in this book do together?,AUTRRzmjeU3LHwKj9obXVZ5Hg,0,5
902,Sad for august and the picture on the cover because he looks sad,"Look at the pictures throughout your text. What do you think the illustrator is trying to get you to feel? Describe one picture that makes you feel that way, and then explain why.",AUT25Jwl5E9znJET2xqJDhVvQ,5,7
903,"The character became more greedy for things.The pig started asking for stuff like pancakes, a bed, and a bath with the person go crazy","Think about how the main character or person has changed during the course of the text. Perhaps they became more confident or more angry, for example. Describe these changes. Why do you think they changed in this way?",BASE2wGhrsiMZ3ILyACMRceUSg,6,6
904,the story is made up because the mouse is talking and mouse can not talk.,Is this book a true story or a made up story?,BASEQSVecTv-j7JSgoqk9Ij0Sg,-1,10
